Id,reassignment_count,reopen_count,update_count,made_sla,opened_by,opened_at,contact_type,location,category,subcategory,impact,urgency,priority,assigned_to,knowledge,notify,vendor,target_days
INC0016762,0,0,0,True,Opened by  62,2016-04-08 07:51:00,Phone,Location 161,Category 34,Subcategory 134,2 - Medium,2 - Medium,3 - Moderate,Resolver 217,False,Do Not Notify,,186
INC0016764,0,0,0,True,Opened by  62,2016-04-08 07:57:00,Phone,Location 143,Category 24,Subcategory 228,2 - Medium,2 - Medium,3 - Moderate,Resolver 78,False,Do Not Notify,,25
INC0016766,0,0,0,True,Opened by  17,2016-04-08 08:01:00,Phone,Location 204,Category 43,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 13,False,Do Not Notify,,5
INC0016767,0,0,0,True,Opened by  40,2016-04-08 08:01:00,Phone,Location 204,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 23,False,Do Not Notify,,5
INC0016768,0,0,0,True,Opened by  62,2016-04-08 08:01:00,Phone,Location 143,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 33,False,Do Not Notify,,5
INC0016769,0,0,0,True,Opened by  131,2016-04-08 08:01:00,Phone,Location 135,Category 26,Subcategory 175,3 - Low,3 - Low,4 - Low,Resolver 73,False,Do Not Notify,,5
INC0016773,0,0,0,True,Opened by  62,2016-04-08 08:06:00,Phone,Location 143,Category 46,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 33,False,Do Not Notify,,5
INC0016776,0,0,0,True,Opened by  17,2016-04-08 08:22:00,Phone,Location 108,Category 46,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 159,False,Do Not Notify,,23
INC0016777,0,0,0,True,Opened by  17,2016-04-08 08:23:00,Phone,Location 108,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,Resolver 13,False,Do Not Notify,,5
INC0016778,0,0,0,True,Opened by  17,2016-04-08 08:24:00,Phone,Location 143,Category 32,Subcategory 9,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,10
INC0016780,0,0,0,True,Opened by  17,2016-04-08 08:27:00,Phone,Location 204,Category 24,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,5
INC0016781,0,0,0,True,Opened by  62,2016-04-08 08:27:00,Phone,Location 204,Category 42,Subcategory 183,2 - Medium,2 - Medium,3 - Moderate,Resolver 57,False,Do Not Notify,,11
INC0016783,0,0,0,True,Opened by  62,2016-04-08 08:31:00,Phone,Location 204,Category 34,Subcategory 154,2 - Medium,2 - Medium,3 - Moderate,Resolver 57,False,Do Not Notify,,86
INC0016784,0,0,0,True,Opened by  360,2016-04-08 08:32:00,Phone,Location 199,Category 32,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 194,False,Do Not Notify,,5
INC0016785,0,0,0,True,Opened by  62,2016-04-08 08:34:00,Phone,Location 204,Category 24,Subcategory 164,2 - Medium,2 - Medium,3 - Moderate,Resolver 140,False,Do Not Notify,,25
INC0016786,0,0,0,True,Opened by  17,2016-04-08 08:34:00,Phone,Location 108,Category 53,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 13,False,Do Not Notify,,5
INC0016787,0,0,0,True,Opened by  501,2016-04-08 08:35:00,Phone,Location 136,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,Resolver 233,False,Do Not Notify,,5
INC0016788,0,0,0,True,,2016-04-08 08:37:00,Phone,Location 51,Category 46,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 194,False,Do Not Notify,,5
INC0016789,0,0,0,True,Opened by  17,2016-04-08 08:37:00,Phone,Location 130,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,Resolver 13,False,Do Not Notify,,5
INC0016790,0,0,0,True,Opened by  17,2016-04-08 08:38:00,Phone,Location 161,Category 26,Subcategory 275,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,10
INC0016791,0,0,0,True,Opened by  17,2016-04-08 08:38:00,Phone,Location 82,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,5
INC0016792,0,0,0,True,Opened by  501,2016-04-08 08:41:00,Phone,Location 136,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,Resolver 233,False,Do Not Notify,,5
INC0016793,0,0,0,True,Opened by  62,2016-04-08 08:41:00,Phone,Location 204,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 33,False,Do Not Notify,,5
INC0016794,0,0,0,True,Opened by  40,2016-04-08 08:44:00,Phone,Location 143,Category 37,Subcategory 135,2 - Medium,2 - Medium,3 - Moderate,Resolver 74,False,Do Not Notify,,5
INC0016795,0,0,0,True,Opened by  180,2016-04-08 08:46:00,Phone,Location 188,Category 51,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 94,False,Do Not Notify,,5
INC0016797,0,0,0,True,Opened by  40,2016-04-08 08:48:00,Phone,Location 143,Category 37,Subcategory 135,2 - Medium,2 - Medium,3 - Moderate,Resolver 74,False,Do Not Notify,,5
INC0016799,0,0,0,True,,2016-04-08 08:51:00,Phone,Location 204,Category 53,Subcategory 178,2 - Medium,2 - Medium,3 - Moderate,Resolver 140,False,Do Not Notify,,5
INC0016802,0,0,0,True,Opened by  17,2016-04-08 08:53:00,Phone,Location 143,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,5
INC0016803,0,0,0,True,Opened by  17,2016-04-08 08:55:00,Phone,Location 93,Category 46,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 178,False,Do Not Notify,,5
INC0016804,0,0,0,True,,2016-04-08 08:55:00,Phone,Location 204,Category 24,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 140,False,Do Not Notify,,5
INC0016805,0,0,0,True,Opened by  501,2016-04-08 08:57:00,Phone,Location 242,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,Resolver 115,False,Do Not Notify,,9
INC0016806,0,0,0,True,Opened by  131,2016-04-08 08:57:00,Phone,Location 204,Category 37,Subcategory 135,2 - Medium,2 - Medium,3 - Moderate,Resolver 83,False,Do Not Notify,,5
INC0016808,0,0,0,True,Opened by  17,2016-04-08 08:58:00,Phone,Location 46,Category 32,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 115,False,Do Not Notify,,9
INC0016809,0,0,0,True,Opened by  17,2016-04-08 08:58:00,Phone,Location 108,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 17,False,Do Not Notify,,8
INC0016813,0,0,0,True,Opened by  40,2016-04-08 08:59:00,Phone,Location 136,Category 26,Subcategory 275,2 - Medium,2 - Medium,3 - Moderate,Resolver 23,False,Do Not Notify,,5
INC0016814,0,0,0,True,Opened by  17,2016-04-08 09:05:00,Phone,Location 204,Category 57,Subcategory 184,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,9
INC0016815,0,0,0,True,Opened by  62,2016-04-08 09:06:00,Phone,Location 108,Category 61,Subcategory 36,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,5
INC0016816,0,0,0,True,,2016-04-08 09:06:00,Phone,Location 108,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,5
INC0016817,0,0,0,True,Opened by  17,2016-04-08 09:08:00,Phone,Location 136,Category 61,Subcategory 36,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,16
INC0016818,0,0,0,True,Opened by  17,2016-04-08 09:10:00,Phone,Location 93,Category 34,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 69,False,Do Not Notify,,193
INC0016819,0,0,0,True,Opened by  17,2016-04-08 09:10:00,Phone,Location 93,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 13,False,Do Not Notify,,5
INC0016820,0,0,0,True,,2016-04-08 09:11:00,Phone,Location 51,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 17,False,Do Not Notify,,5
INC0016821,0,0,0,True,Opened by  62,2016-04-08 09:12:00,Phone,Location 43,Category 53,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 136,False,Do Not Notify,,17
INC0016822,0,0,0,True,Opened by  17,2016-04-08 09:14:00,Phone,Location 108,Category 24,Subcategory 202,2 - Medium,2 - Medium,3 - Moderate,Resolver 34,False,Do Not Notify,,8
INC0016823,0,0,0,True,Opened by  17,2016-04-08 09:14:00,Phone,Location 161,Category 20,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,5
INC0016825,0,0,0,True,Opened by  460,2016-04-08 09:16:00,Phone,Location 34,Category 24,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 215,False,Do Not Notify,,5
INC0016827,0,0,0,True,Opened by  131,2016-04-08 09:17:00,Phone,Location 210,Category 20,Subcategory 103,2 - Medium,2 - Medium,3 - Moderate,Resolver 140,False,Do Not Notify,,5
INC0016828,0,0,0,True,Opened by  180,2016-04-08 09:18:00,Phone,Location 188,Category 51,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 94,False,Do Not Notify,,7
INC0016829,0,0,0,True,Opened by  17,2016-04-08 09:18:00,Phone,Location 204,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,5
INC0016831,0,0,0,True,,2016-04-08 09:21:00,Phone,Location 40,Category 53,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 233,False,Do Not Notify,,8
INC0016832,0,0,0,True,Opened by  17,2016-04-08 09:21:00,Phone,Location 204,Category 53,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,5
INC0016833,0,0,0,True,Opened by  62,2016-04-08 09:26:00,Phone,Location 43,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,Resolver 33,False,Do Not Notify,,5
INC0016834,0,0,0,True,Opened by  17,2016-04-08 09:26:00,Phone,Location 108,Category 53,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 127,False,Do Not Notify,,5
INC0016838,0,0,0,True,Opened by  460,2016-04-08 09:28:00,Phone,Location 39,Category 42,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 215,False,Do Not Notify,,5
INC0016839,0,0,0,True,Opened by  17,2016-04-08 09:29:00,Phone,Location 108,Category 57,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,5
INC0016842,0,0,0,True,Opened by  131,2016-04-08 09:31:00,Phone,Location 204,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,5
INC0016843,0,0,0,True,Opened by  62,2016-04-08 09:31:00,Phone,Location 93,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 17,False,Do Not Notify,,5
INC0016844,0,0,0,True,Opened by  40,2016-04-08 09:31:00,Phone,Location 143,Category 23,Subcategory 3,2 - Medium,2 - Medium,3 - Moderate,Resolver 17,False,Do Not Notify,,9
INC0016845,0,0,0,True,Opened by  17,2016-04-08 09:33:00,Phone,Location 143,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 13,False,Do Not Notify,,5
INC0016846,0,0,0,True,Opened by  17,2016-04-08 09:34:00,Phone,Location 93,Category 46,Subcategory 150,2 - Medium,2 - Medium,3 - Moderate,Resolver 139,False,Do Not Notify,,22
INC0016848,0,0,0,True,Opened by  501,2016-04-08 09:34:00,Phone,Location 161,Category 42,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 183,False,Do Not Notify,,5
INC0016849,0,0,0,True,Opened by  157,2016-04-08 09:35:00,Phone,Location 111,Category 37,Subcategory 285,2 - Medium,2 - Medium,3 - Moderate,Resolver 83,False,Do Not Notify,,5
INC0016850,0,0,0,True,Opened by  24,2016-04-08 09:35:00,Phone,Location 204,Category 35,Subcategory 132,2 - Medium,2 - Medium,3 - Moderate,Resolver 17,False,Do Not Notify,,5
INC0016851,0,0,0,True,Opened by  17,2016-04-08 09:37:00,Phone,Location 204,Category 46,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,11
INC0016852,0,0,0,True,Opened by  460,2016-04-08 09:37:00,Phone,Location 97,Category 42,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 215,False,Do Not Notify,,5
INC0016853,0,0,0,True,Opened by  24,2016-04-08 09:38:00,Phone,Location 204,Category 9,Subcategory 198,2 - Medium,2 - Medium,3 - Moderate,Resolver 140,False,Do Not Notify,,9
INC0016854,0,0,0,True,Opened by  40,2016-04-08 09:39:00,Phone,Location 161,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,Resolver 23,False,Do Not Notify,,5
INC0016855,0,0,0,True,Opened by  17,2016-04-08 09:39:00,Phone,Location 204,Category 46,Subcategory 208,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,30
INC0016856,0,0,0,True,,2016-04-08 09:40:00,Phone,Location 18,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 17,False,Do Not Notify,,5
INC0016857,0,0,0,True,Opened by  131,2016-04-08 09:43:00,Phone,Location 204,Category 26,Subcategory 275,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,5
INC0016858,0,0,0,True,Opened by  460,2016-04-08 09:44:00,Phone,Location 39,Category 42,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 215,False,Do Not Notify,,5
INC0016861,0,0,0,True,Opened by  24,2016-04-08 09:50:00,Phone,Location 93,Category 42,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 17,False,Do Not Notify,,5
INC0016864,0,0,0,True,Opened by  501,2016-04-08 09:50:00,Phone,Location 161,Category 42,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 183,False,Do Not Notify,,5
INC0016865,0,0,0,True,,2016-04-08 09:50:00,Phone,Location 204,Category 28,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 57,False,Do Not Notify,,10
INC0016866,0,0,0,True,Opened by  62,2016-04-08 09:52:00,Phone,Location 161,Category 37,Subcategory 123,2 - Medium,2 - Medium,3 - Moderate,Resolver 33,False,Do Not Notify,,5
INC0016867,0,0,0,True,,2016-04-08 09:53:00,Phone,Location 204,Category 34,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 57,False,Do Not Notify,,86
INC0016868,0,0,0,True,Opened by  131,2016-04-08 09:53:00,Phone,Location 51,Category 9,Subcategory 164,2 - Medium,2 - Medium,3 - Moderate,Resolver 201,False,Do Not Notify,,8
INC0016869,0,0,0,True,Opened by  24,2016-04-08 09:55:00,Phone,Location 210,Category 24,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 57,False,Do Not Notify,,11
INC0016871,0,0,0,True,,2016-04-08 09:57:00,Phone,Location 161,Category 26,Subcategory 275,2 - Medium,2 - Medium,3 - Moderate,Resolver 246,False,Do Not Notify,,8
INC0016872,0,0,0,True,Opened by  17,2016-04-08 09:57:00,Phone,Location 51,Category 44,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 237,False,Do Not Notify,,5
INC0016873,0,0,0,True,Opened by  131,2016-04-08 09:58:00,Phone,Location 51,Category 9,Subcategory 164,2 - Medium,2 - Medium,3 - Moderate,Resolver 201,False,Do Not Notify,,8
INC0016874,0,0,0,True,Opened by  17,2016-04-08 09:59:00,Phone,Location 161,Category 28,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,11
INC0016875,0,0,0,True,Opened by  24,2016-04-08 10:00:00,Phone,Location 161,Category 24,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 253,False,Do Not Notify,,5
INC0016876,0,0,0,True,,2016-04-08 10:01:00,Phone,Location 188,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 244,False,Do Not Notify,,12
INC0016877,0,0,0,True,Opened by  17,2016-04-08 10:03:00,Phone,Location 51,Category 44,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 237,False,Do Not Notify,,5
INC0016878,0,0,0,True,Opened by  17,2016-04-08 10:08:00,Phone,Location 204,Category 35,Subcategory 28,2 - Medium,2 - Medium,3 - Moderate,Resolver 13,False,Do Not Notify,,5
INC0016879,0,0,0,True,Opened by  17,2016-04-08 10:10:00,Phone,Location 108,Category 37,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 117,False,Do Not Notify,,5
INC0016883,0,0,0,True,Opened by  40,2016-04-08 10:13:00,Phone,Location 51,Category 46,Subcategory 220,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,8
INC0016886,0,0,0,True,Opened by  24,2016-04-08 10:16:00,Phone,Location 143,Category 37,Subcategory 135,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,5
INC0016887,0,0,0,True,,2016-04-08 10:17:00,Phone,Location 136,Category 34,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 242,False,Do Not Notify,,87
INC0016889,0,0,0,True,Opened by  17,2016-04-08 10:21:00,Phone,Location 204,Category 34,Subcategory 112,2 - Medium,2 - Medium,3 - Moderate,Resolver 125,False,Do Not Notify,,61
INC0016890,0,0,0,True,Opened by  17,2016-04-08 10:24:00,Phone,Location 51,Category 24,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,10
INC0016891,0,0,0,True,Opened by  17,2016-04-08 10:24:00,Phone,Location 143,Category 53,Subcategory 153,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,3
INC0016892,0,0,0,True,Opened by  131,2016-04-08 10:25:00,Phone,Location 143,Category 20,Subcategory 103,2 - Medium,2 - Medium,3 - Moderate,Resolver 73,False,Do Not Notify,,5
INC0016894,0,0,0,True,Opened by  233,2016-04-08 10:28:00,Phone,Location 93,Category 23,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,16
INC0016895,0,0,0,True,Opened by  17,2016-04-08 10:29:00,Phone,Location 108,Category 20,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,5
INC0016896,0,0,0,True,Opened by  40,2016-04-08 10:29:00,Phone,Location 51,Category 20,Subcategory 125,2 - Medium,2 - Medium,3 - Moderate,Resolver 126,False,Do Not Notify,,9
INC0016897,0,0,0,True,,2016-04-08 10:31:00,Phone,Location 161,Category 34,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 217,False,Do Not Notify,,137
INC0016898,0,0,0,True,Opened by  17,2016-04-08 10:32:00,Phone,Location 204,Category 34,Subcategory 154,2 - Medium,2 - Medium,3 - Moderate,Resolver 57,False,Do Not Notify,,9
INC0016899,0,0,0,True,Opened by  24,2016-04-08 10:32:00,Phone,Location 56,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 126,False,Do Not Notify,,5
INC0016900,0,0,0,True,,2016-04-08 10:35:00,Phone,Location 108,Category 23,Subcategory 3,2 - Medium,2 - Medium,3 - Moderate,Resolver 17,False,Do Not Notify,,10
INC0016901,0,0,0,True,Opened by  62,2016-04-08 10:35:00,Phone,Location 161,Category 34,Subcategory 154,2 - Medium,2 - Medium,3 - Moderate,Resolver 217,False,Do Not Notify,,211
INC0016903,0,0,0,True,Opened by  17,2016-04-08 10:36:00,Phone,Location 108,Category 43,Subcategory 107,2 - Medium,2 - Medium,3 - Moderate,Resolver 13,False,Do Not Notify,,5
INC0016904,0,0,0,True,Opened by  17,2016-04-08 10:37:00,Phone,Location 97,Category 53,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 136,False,Do Not Notify,,17
INC0016905,0,0,0,True,Opened by  62,2016-04-08 10:38:00,Phone,Location 128,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,Resolver 33,False,Do Not Notify,,5
INC0016906,0,0,0,True,Opened by  17,2016-04-08 10:39:00,Phone,Location 161,Category 53,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 13,False,Do Not Notify,,5
INC0016908,0,0,0,True,Opened by  17,2016-04-08 10:41:00,Phone,Location 46,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,5
INC0016909,0,0,0,True,Opened by  17,2016-04-08 10:44:00,Phone,Location 204,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 13,False,Do Not Notify,,5
INC0016910,0,0,0,True,Opened by  24,2016-04-08 10:45:00,Phone,Location 204,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 17,False,Do Not Notify,,7
INC0016911,0,0,0,True,Opened by  17,2016-04-08 10:46:00,Phone,Location 111,Category 37,Subcategory 135,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,5
INC0016913,0,0,0,True,Opened by  131,2016-04-08 10:48:00,Phone,Location 179,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,5
INC0016914,0,0,0,True,Opened by  40,2016-04-08 10:50:00,Phone,Location 39,Category 53,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 249,False,Do Not Notify,,5
INC0016917,0,0,0,True,Opened by  24,2016-04-08 10:54:00,Phone,Location 224,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 17,False,Do Not Notify,,5
INC0016918,0,0,0,True,Opened by  70,2016-04-08 10:54:00,Phone,Location 200,Category 43,Subcategory 105,2 - Medium,2 - Medium,3 - Moderate,Resolver 134,False,Do Not Notify,,39
INC0016920,0,0,0,True,Opened by  17,2016-04-08 10:58:00,Phone,Location 161,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 13,False,Do Not Notify,,5
INC0016922,0,0,0,True,Opened by  17,2016-04-08 10:58:00,Phone,Location 204,Category 23,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 140,False,Do Not Notify,,9
INC0016923,0,0,0,True,Opened by  17,2016-04-08 11:02:00,Phone,Location 204,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 13,False,Do Not Notify,,5
INC0016924,0,0,0,True,Opened by  472,2016-04-08 11:02:00,Phone,Location 204,Category 53,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 227,False,Do Not Notify,,5
INC0016925,0,0,0,True,Opened by  40,2016-04-08 11:02:00,Phone,Location 47,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,Resolver 23,False,Do Not Notify,,5
INC0016926,0,0,0,True,Opened by  17,2016-04-08 11:04:00,Phone,Location 204,Category 24,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 140,False,Do Not Notify,,9
INC0016927,0,0,0,True,,2016-04-08 11:06:00,Phone,Location 108,Category 43,Subcategory 107,2 - Medium,2 - Medium,3 - Moderate,Resolver 94,False,Do Not Notify,,45
INC0016928,0,0,0,True,Opened by  17,2016-04-08 11:07:00,Phone,Location 42,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 13,False,Do Not Notify,,5
INC0016932,0,0,0,True,Opened by  24,2016-04-08 11:11:00,Phone,Location 242,Category 26,Subcategory 275,2 - Medium,2 - Medium,3 - Moderate,Resolver 140,False,Do Not Notify,,7
INC0016933,0,0,0,True,Opened by  472,2016-04-08 11:12:00,Phone,Location 204,Category 57,Subcategory 184,2 - Medium,2 - Medium,3 - Moderate,Resolver 227,False,Do Not Notify,,5
INC0016934,0,0,0,True,Opened by  17,2016-04-08 11:13:00,Phone,Location 204,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,Resolver 17,False,Do Not Notify,,8
INC0016935,0,0,0,True,Opened by  17,2016-04-08 11:16:00,Phone,Location 204,Category 23,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,5
INC0016936,0,0,0,True,Opened by  319,2016-04-08 11:17:00,Phone,Location 15,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 154,False,Do Not Notify,,11
INC0016939,0,0,0,True,Opened by  17,2016-04-08 11:23:00,Phone,Location 161,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 13,False,Do Not Notify,,5
INC0016940,0,0,0,True,Opened by  40,2016-04-08 11:24:00,Phone,Location 204,Category 34,Subcategory 181,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,5
INC0016941,0,0,0,True,Opened by  17,2016-04-08 11:25:00,Phone,Location 108,Category 9,Subcategory 202,2 - Medium,2 - Medium,3 - Moderate,Resolver 170,False,Do Not Notify,,9
INC0016942,0,0,0,True,Opened by  17,2016-04-08 11:25:00,Phone,Location 204,Category 34,Subcategory 112,2 - Medium,2 - Medium,3 - Moderate,Resolver 57,False,Do Not Notify,,204
INC0016943,0,0,0,True,Opened by  17,2016-04-08 11:26:00,Phone,Location 93,Category 42,Subcategory 29,2 - Medium,2 - Medium,3 - Moderate,Resolver 134,False,Do Not Notify,,7
INC0016944,0,0,0,True,Opened by  62,2016-04-08 11:28:00,Phone,Location 204,Category 61,Subcategory 36,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,5
INC0016945,0,0,0,True,,2016-04-08 11:28:00,Phone,Location 108,Category 53,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 17,False,Do Not Notify,,11
INC0016946,0,0,0,True,Opened by  131,2016-04-08 11:32:00,Phone,Location 43,Category 37,Subcategory 135,3 - Low,3 - Low,4 - Low,,False,Do Not Notify,,5
INC0016947,0,0,0,True,Opened by  17,2016-04-08 11:33:00,Phone,Location 93,Category 46,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 135,False,Do Not Notify,,26
INC0016949,0,0,0,True,Opened by  17,2016-04-08 11:34:00,Phone,Location 204,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,Resolver 125,False,Do Not Notify,,14
INC0016950,0,0,0,True,Opened by  17,2016-04-08 11:35:00,Phone,Location 136,Category 46,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 183,False,Do Not Notify,,5
INC0016953,0,0,0,True,Opened by  17,2016-04-08 11:37:00,Phone,Location 51,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,5
INC0016955,0,0,0,True,Opened by  325,2016-04-08 11:37:00,Phone,Location 231,Category 32,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 194,False,Do Not Notify,,5
INC0016956,0,0,0,True,Opened by  247,2016-04-08 11:44:00,Phone,Location 229,Category 57,Subcategory 270,2 - Medium,2 - Medium,3 - Moderate,Resolver 159,False,Do Not Notify,,5
INC0016957,0,0,0,True,Opened by  40,2016-04-08 11:45:00,Phone,Location 143,Category 9,Subcategory 164,2 - Medium,2 - Medium,3 - Moderate,Resolver 78,False,Do Not Notify,,5
INC0016958,0,0,0,True,Opened by  62,2016-04-08 11:45:00,Phone,Location 108,Category 32,Subcategory 300,2 - Medium,2 - Medium,3 - Moderate,Resolver 33,False,Do Not Notify,,5
INC0016959,0,0,0,True,Opened by  17,2016-04-08 11:47:00,Phone,Location 108,Category 61,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,5
INC0016960,0,0,0,True,Opened by  17,2016-04-08 11:48:00,Phone,Location 143,Category 53,Subcategory 269,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,12
